Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
HG01596,SAME125227,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01278,SAME123003,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01604,SAME123460,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01280,SAME1839113,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01609,SAME123461,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01305,SAME1840020,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01611,SAME123624,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01052,SAME123368,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01565,SAME124566,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01064,SAME1839759,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01572,SAME124705,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01069,SAME122825,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01577,SAME124349,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01071,SAME123009,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01589,SAME1839859,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG01083,SAME125397,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01538,SAME125141,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01552,SAME124007,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01488,SAME123973,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01571,SAME124346,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01490,SAME124139,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01583,SAME1839895,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG01495,SAME124136,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01616,SAME123629,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01413,SAME1839612,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01623,SAME123845,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01432,SAME1839256,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01628,SAME123837,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01437,SAME124966,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01630,SAME124034,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01444,SAME1839026,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01673,SAME123289,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01456,SAME123427,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01678,SAME123292,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01463,SAME123537,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01680,SAME124656,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01502,SAME124943,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01685,SAME124659,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01507,SAME124948,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01697,SAME1839223,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01514,SAME124775,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01700,SAME123261,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01519,SAME124765,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01375,SAME124290,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG01521,SAME125324,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01526,SAME125325,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01402,SAME1839873,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG01704,SAME123265,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01705,SAME123266,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01709,SAME123229,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01748,SAME125191,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01711,SAME123083,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01755,SAME124986,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01747,SAME125181,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01762,SAME124811,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01761,SAME124810,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02006,SAME1840279,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01766,SAME1839673,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02013,SAME1840396,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01374,SAME124291,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG02018,SAME123451,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01379,SAME124283,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG02020,SAME125168,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01393,SAME1840222,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG02025,SAME125335,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01398,SAME1839950,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG02032,SAME1839959,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01468,SAME1840382,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG02049,SAME123773,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02051,SAME1839549,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02056,SAME124162,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01494,SAME124135,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG02068,SAME123374,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01499,SAME124143,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HG02070,SAME124908,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01595,SAME123569,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02075,SAME123106,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01603,SAME123453,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01863,SAME123198,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01608,SAME123462,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01868,SAME123193,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01610,SAME123623,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01870,SAME123397,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01615,SAME123628,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01882,SAME122849,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01622,SAME123846,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01887,SAME122846,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01627,SAME123841,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01894,SAME1840357,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01672,SAME123288,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01914,SAME1839768,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01677,SAME123285,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01919,SAME123239,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01684,SAME124660,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01921,SAME123790,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01696,SAME124715,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01926,SAME123783,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02012,SAME1840403,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01933,SAME123586,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02017,SAME123445,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01938,SAME123593,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02024,SAME125182,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01940,SAME124148,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02029,SAME124021,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01945,SAME124153,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02031,SAME1839964,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01767,SAME1839671,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02048,SAME123772,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01774,SAME124634,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02050,SAME1839555,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01779,SAME124629,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02055,SAME1839531,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01781,SAME124921,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02067,SAME1839388,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01786,SAME1839312,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02074,SAME123107,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01983,SAME1840106,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02079,SAME123098,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01988,SAME1840175,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01949,SAME124145,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01990,SAME1840235,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01951,SAME123976,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01956,SAME123978,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01952,SAME123975,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01968,SAME124532,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01969,SAME124533,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01970,SAME124327,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01971,SAME124326,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01975,SAME124322,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01976,SAME124325,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01862,SAME123199,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01798,SAME124228,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01867,SAME123194,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01801,SAME124305,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01874,SAME123396,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01806,SAME124304,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01879,SAME1839037,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01813,SAME124518,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01881,SAME1839193,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01844,SAME123556,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01886,SAME122847,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01849,SAME125110,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01925,SAME123786,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01851,SAME123753,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01932,SAME123587,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02234,SAME1839367,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01937,SAME123590,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02239,SAME1839420,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01944,SAME124152,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02253,SAME1839347,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01893,SAME123027,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02258,SAME1839322,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01898,SAME124383,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02260,SAME1839139,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01918,SAME123240,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02265,SAME1839117,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01920,SAME123789,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02188,SAME122829,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01773,SAME124635,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02190,SAME125259,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01778,SAME124630,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02215,SAME123904,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG01780,SAME124428,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02222,SAME123717,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG01785,SAME1839313,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02145,SAME1839616,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01817,SAME124522,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02152,SAME124790,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01843,SAME123553,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02164,SAME124209,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG01848,SAME123548,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01850,SAME123752,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01855,SAME123749,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02082,SAME124950,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01982,SAME1840111,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02087,SAME124678,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG01987,SAME1840089,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02102,SAME1840155,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01797,SAME124219,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02107,SAME1840206,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01800,SAME124306,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02304,SAME1839548,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG01805,SAME124301,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02309,SAME1839525,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG01812,SAME124517,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02316,SAME1839661,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02081,SAME124826,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02323,SAME1839440,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02086,SAME124675,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02330,SAME1839237,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02106,SAME123875,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02121,SAME123479,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02113,SAME124044,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02126,SAME123477,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02334,SAME1839307,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02133,SAME1839882,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02339,SAME1839288,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02138,SAME123659,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02353,SAME1840276,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02140,SAME124612,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
HG02272,SAME1840314,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02360,SAME1840391,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02277,SAME1840370,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02284,SAME1840168,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
HG02233,SAME1839370,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02291,SAME1839948,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
HG02238,SAME1839423,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02240,SAME1839481,IBS,IBS,Iberian,Iberian populations in Spain,West Eurasia,40.38,-3.72,#0000FF
HG02373,SAME124104,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
HG02252,SAME1839354,PEL,PEL,Peruvian,"Peruvian in Lima, Peru",America,-12.04,-77.03,#FF0000
